context_length,measured_mean_gb,measured_std_gb,n_repeats,predicted_gb,error_gb,abs_error_gb,pct_error,mae_gb,mape_pct,r_squared
512,4.374,0.0,5,5.3371,-0.9631000000000007,0.9631000000000007,-18.04538045005716,1.0883500000000002,15.614378883621153,0.8226525345538721
1024,4.4365,0.0,5,5.4043,-0.9678000000000004,0.9678000000000004,-17.907962178265464,1.0883500000000002,15.614378883621153,0.8226525345538721
2048,4.5615,0.0,5,5.5385,-0.9770000000000003,0.9770000000000003,-17.640155276699474,1.0883500000000002,15.614378883621153,0.8226525345538721
4096,4.8115,0.0,5,5.8069,-0.9954000000000001,0.9954000000000001,-17.141676281664918,1.0883500000000002,15.614378883621153,0.8226525345538721
8192,5.3115,0.0,5,6.3438,-1.0323000000000002,1.0323000000000002,-16.272581102809045,1.0883500000000002,15.614378883621153,0.8226525345538721
16384,6.3584,0.0,5,7.4175,-1.0591000000000008,1.0591000000000008,-14.278395685878001,1.0883500000000002,15.614378883621153,0.8226525345538721
32768,8.3115,0.0,5,9.565,-1.253499999999999,1.253499999999999,-13.105070569785667,1.0883500000000002,15.614378883621153,0.8226525345538721
65536,12.4014,0.0,5,13.86,-1.4585999999999988,1.4585999999999988,-10.523809523809515,1.0883500000000002,15.614378883621153,0.8226525345538721
