timestamp_utc,context_length,repeat_index,measured_vram_mib,measured_vram_gb,baseline_vram_mib,delta_vram_gb,predicted_vram_gb,gpu_index
2026-08-12T17:28:02.477562+00:00,512,0,5695.0,5.5615,1.0,5.5605,6.968,0
2026-08-12T17:28:07.745293+00:00,512,1,5695.0,5.5615,1.0,5.5605,6.968,0
2026-08-12T17:28:12.732993+00:00,512,2,5695.0,5.5615,1.0,5.5605,6.968,0
2026-08-12T17:28:17.977642+00:00,512,3,5695.0,5.5615,1.0,5.5605,6.968,0
2026-08-12T17:28:23.265748+00:00,512,4,5695.0,5.5615,1.0,5.5605,6.968,0
2026-08-12T17:28:28.507225+00:00,1024,0,5759.0,5.624,1.0,5.623,7.0351,0
2026-08-12T17:28:33.973929+00:00,1024,1,5759.0,5.624,1.0,5.623,7.0351,0
2026-08-12T17:28:39.209081+00:00,1024,2,5759.0,5.624,1.0,5.623,7.0351,0
2026-08-12T17:28:44.646583+00:00,1024,3,5759.0,5.624,1.0,5.623,7.0351,0
2026-08-12T17:28:50.097633+00:00,1024,4,5759.0,5.624,1.0,5.623,7.0351,0
2026-08-12T17:28:55.632120+00:00,2048,0,5887.0,5.749,1.0,5.748,7.1694,0
2026-08-12T17:29:01.463121+00:00,2048,1,5887.0,5.749,1.0,5.748,7.1694,0
2026-08-12T17:29:07.049703+00:00,2048,2,5887.0,5.749,1.0,5.748,7.1694,0
2026-08-12T17:29:12.909424+00:00,2048,3,5887.0,5.749,1.0,5.748,7.1694,0
2026-08-12T17:29:18.461089+00:00,2048,4,5887.0,5.749,1.0,5.748,7.1694,0
2026-08-12T17:29:25.100579+00:00,4096,0,6143.0,5.999,1.0,5.998,7.4378,0
2026-08-12T17:29:31.497676+00:00,4096,1,6143.0,5.999,1.0,5.998,7.4378,0
2026-08-12T17:29:38.156062+00:00,4096,2,6143.0,5.999,1.0,5.998,7.4378,0
2026-08-12T17:29:44.565549+00:00,4096,3,6143.0,5.999,1.0,5.998,7.4378,0
2026-08-12T17:29:50.880797+00:00,4096,4,6143.0,5.999,1.0,5.998,7.4378,0
2026-08-12T17:29:59.081557+00:00,8192,0,6655.0,6.499,1.0,6.498,7.9747,0
2026-08-12T17:30:07.547745+00:00,8192,1,6655.0,6.499,1.0,6.498,7.9747,0
2026-08-12T17:30:16.047301+00:00,8192,2,6655.0,6.499,1.0,6.498,7.9747,0
2026-08-12T17:30:24.528937+00:00,8192,3,6655.0,6.499,1.0,6.498,7.9747,0
2026-08-12T17:30:32.981942+00:00,8192,4,6655.0,6.499,1.0,6.498,7.9747,0
2026-08-12T17:30:45.956155+00:00,16384,0,7727.0,7.5459,1.0,7.5449,9.0484,0
2026-08-12T17:30:58.994408+00:00,16384,1,7727.0,7.5459,1.0,7.5449,9.0484,0
2026-08-12T17:31:12.069356+00:00,16384,2,7727.0,7.5459,1.0,7.5449,9.0484,0
2026-08-12T17:31:24.908997+00:00,16384,3,7727.0,7.5459,1.0,7.5449,9.0484,0
2026-08-12T17:31:37.899414+00:00,16384,4,7727.0,7.5459,1.0,7.5449,9.0484,0
2026-08-12T17:32:05.009734+00:00,32768,0,9727.0,9.499,1.0,9.498,11.1959,0
2026-08-12T17:32:32.275763+00:00,32768,1,9727.0,9.499,1.0,9.498,11.1959,0
2026-08-12T17:33:00.115865+00:00,32768,2,9727.0,9.499,1.0,9.498,11.1959,0
2026-08-12T17:33:27.631836+00:00,32768,3,9727.0,9.499,1.0,9.498,11.1959,0
2026-08-12T17:33:55.180949+00:00,32768,4,9727.0,9.499,1.0,9.498,11.1959,0
2026-08-12T17:35:22.107718+00:00,65536,0,13915.0,13.5889,1.0,13.5879,15.4909,0
2026-08-12T17:36:49.287011+00:00,65536,1,13915.0,13.5889,1.0,13.5879,15.4909,0
2026-08-12T17:38:16.731833+00:00,65536,2,13915.0,13.5889,1.0,13.5879,15.4909,0
2026-08-12T17:39:44.917258+00:00,65536,3,13915.0,13.5889,1.0,13.5879,15.4909,0
2026-08-12T17:41:13.161285+00:00,65536,4,13915.0,13.5889,1.0,13.5879,15.4909,0
