timestamp_utc,context_length,repeat_index,measured_vram_mib,measured_vram_gb,baseline_vram_mib,delta_vram_gb,predicted_vram_gb,gpu_index
2026-08-12T16:47:05.431899+00:00,512,0,5567.0,5.4365,1.0,5.4355,6.7801,0
2026-08-12T16:47:10.700457+00:00,512,1,5567.0,5.4365,1.0,5.4355,6.7801,0
2026-08-12T16:47:15.905027+00:00,512,2,5567.0,5.4365,1.0,5.4355,6.7801,0
2026-08-12T16:47:21.102229+00:00,512,3,5567.0,5.4365,1.0,5.4355,6.7801,0
2026-08-12T16:47:26.380328+00:00,512,4,5567.0,5.4365,1.0,5.4355,6.7801,0
2026-08-12T16:47:31.767289+00:00,1024,0,5631.0,5.499,1.0,5.498,6.8472,0
2026-08-12T16:47:37.195306+00:00,1024,1,5631.0,5.499,1.0,5.498,6.8472,0
2026-08-12T16:47:42.658826+00:00,1024,2,5631.0,5.499,1.0,5.498,6.8472,0
2026-08-12T16:47:48.074379+00:00,1024,3,5631.0,5.499,1.0,5.498,6.8472,0
2026-08-12T16:47:53.539865+00:00,1024,4,5631.0,5.499,1.0,5.498,6.8472,0
2026-08-12T16:47:59.320490+00:00,2048,0,5759.0,5.624,1.0,5.623,6.9815,0
2026-08-12T16:48:05.112041+00:00,2048,1,5759.0,5.624,1.0,5.623,6.9815,0
2026-08-12T16:48:10.936750+00:00,2048,2,5759.0,5.624,1.0,5.623,6.9815,0
2026-08-12T16:48:16.698048+00:00,2048,3,5759.0,5.624,1.0,5.623,6.9815,0
2026-08-12T16:48:22.521423+00:00,2048,4,5759.0,5.624,1.0,5.623,6.9815,0
2026-08-12T16:48:29.117566+00:00,4096,0,6015.0,5.874,1.0,5.873,7.2499,0
2026-08-12T16:48:35.681623+00:00,4096,1,6015.0,5.874,1.0,5.873,7.2499,0
2026-08-12T16:48:42.258810+00:00,4096,2,6015.0,5.874,1.0,5.873,7.2499,0
2026-08-12T16:48:48.779056+00:00,4096,3,6015.0,5.874,1.0,5.873,7.2499,0
2026-08-12T16:48:55.348980+00:00,4096,4,6015.0,5.874,1.0,5.873,7.2499,0
2026-08-12T16:49:03.610683+00:00,8192,0,6527.0,6.374,1.0,6.373,7.7868,0
2026-08-12T16:49:11.886350+00:00,8192,1,6527.0,6.374,1.0,6.373,7.7868,0
2026-08-12T16:49:20.100686+00:00,8192,2,6527.0,6.374,1.0,6.373,7.7868,0
2026-08-12T16:49:28.309462+00:00,8192,3,6527.0,6.374,1.0,6.373,7.7868,0
2026-08-12T16:49:36.529992+00:00,8192,4,6527.0,6.374,1.0,6.373,7.7868,0
2026-08-12T16:49:49.152802+00:00,16384,0,7599.0,7.4209,1.0,7.4199,8.8605,0
2026-08-12T16:50:01.747919+00:00,16384,1,7599.0,7.4209,1.0,7.4199,8.8605,0
2026-08-12T16:50:14.363435+00:00,16384,2,7599.0,7.4209,1.0,7.4199,8.8605,0
2026-08-12T16:50:27.015227+00:00,16384,3,7599.0,7.4209,1.0,7.4199,8.8605,0
2026-08-12T16:50:39.655209+00:00,16384,4,7599.0,7.4209,1.0,7.4199,8.8605,0
2026-08-12T16:51:05.981676+00:00,32768,0,9599.0,9.374,1.0,9.373,11.008,0
2026-08-12T16:51:32.399499+00:00,32768,1,9599.0,9.374,1.0,9.373,11.008,0
2026-08-12T16:51:59.017033+00:00,32768,2,9599.0,9.374,1.0,9.373,11.008,0
2026-08-12T16:52:25.759241+00:00,32768,3,9599.0,9.374,1.0,9.373,11.008,0
2026-08-12T16:52:52.508119+00:00,32768,4,9599.0,9.374,1.0,9.373,11.008,0
2026-08-12T16:54:17.450833+00:00,65536,0,13787.0,13.4639,1.0,13.4629,15.303,0
2026-08-12T16:55:43.418932+00:00,65536,1,13787.0,13.4639,1.0,13.4629,15.303,0
2026-08-12T16:57:09.891108+00:00,65536,2,13787.0,13.4639,1.0,13.4629,15.303,0
2026-08-12T16:58:36.651379+00:00,65536,3,13787.0,13.4639,1.0,13.4629,15.303,0
2026-08-12T17:00:03.389542+00:00,65536,4,13787.0,13.4639,1.0,13.4629,15.303,0
