context_length,measured_mean_gb,measured_std_gb,n_repeats,predicted_gb,error_gb,abs_error_gb,pct_error,mae_gb,mape_pct,r_squared
512,4.0908,0.0,5,5.04,-0.9492000000000003,0.9492000000000003,-18.83333333333334,1.2542650000000006,18.499487069632334,0.8390354359378465
1024,4.1533,0.0,5,5.1071,-0.9538000000000002,0.9538000000000002,-18.675960917154555,1.2542650000000006,18.499487069632334,0.8390354359378465
2048,4.2783,0.0,5,5.2414,-0.9630999999999998,0.9630999999999998,-18.374861678177584,1.2542650000000006,18.499487069632334,0.8390354359378465
4096,4.5283,0.0,5,5.5098,-0.9815000000000005,0.9815000000000005,-17.813713746415488,1.2542650000000006,18.499487069632334,0.8390354359378465
8192,5.0283,0.0,5,6.0467,-1.0184000000000006,1.0184000000000006,-16.842244530074264,1.2542650000000006,18.499487069632334,0.8390354359378465
16384,6.0752,0.0,5,7.1204,-1.0452000000000004,1.0452000000000004,-14.678950620751648,1.2542650000000006,18.499487069632334,0.8390354359378465
32768,12.890600000000001,0.0,5,9.2679,3.622700000000002,3.622700000000002,39.08868244154558,1.2542650000000006,18.499487069632334,0.8390354359378465
65536,14.063120000000001,2.663191391357369,5,13.5629,0.5002200000000006,0.5002200000000006,3.688149289606209,1.2542650000000006,18.499487069632334,0.8390354359378465
