model_tag,mae_gb,mape_pct,r_squared,breakpoint_n
ministral-3:8b-instruct-2512-q4_K_M,0.5810444444444444,8.45509713541864,0.9824536339722211,49297.965892067055
llama3.1:8b,11.468873333333335,167.30503190578668,-6.3680625832118345,114688.0
qwen3:8b,7.50946,97.54036121256257,-8.584617157830545,114688.0
qwen2.5:7b,4.106066666666667,64.45318806797738,-4.109292808329705,114688.0
mistral:7b-instruct-q4_K_M,2.73356,23.991265930646172,-31.589301917915982,114688.0
